ut2;una_inst;colab_inst;colab_inst_ext;ins;ines;inex;nau;nauext;nauesp;wc;sample;citas;py;EU_funded
000254724900005;1;0;0;1;0;1;2;0;1;Psychology, Clinical;0;0;2008;0
000254724900007;0;1;0;2;0;2;4;0;3;Psychology, Clinical;0;1;2008;0
000254724900008;1;0;0;1;0;1;2;0;1;Psychology, Clinical;0;0;2008;0
000254578100015;0;1;1;6;3;3;7;3;4;Public, Environmental & Occupational Health;1;5;2008;0
000254578100015;0;1;1;6;3;3;7;3;4;Health Policy & Services;1;5;2008;0
000254497300002;0;1;1;5;4;1;6;5;1;Psychology, Clinical;0;2;2008;0
000254497300003;0;1;1;6;5;1;9;8;1;Psychology, Clinical;0;3;2008;0
000255123400011;0;1;1;2;1;1;4;3;1;Psychology, Multidisciplinary;0;3;2008;0
000254362200008;0;1;0;2;0;2;2;0;2;Nursing;1;1;2008;0
000254362200008;0;1;0;2;0;2;2;0;2;Public, Environmental & Occupational Health;1;1;2008;0
000254362200008;0;1;0;2;0;2;2;0;2;Health Care Sciences & Services;1;1;2008;0
000254362200010;0;1;0;5;1;4;6;0;6;Nursing;1;2;2008;0
000254362200010;0;1;0;5;1;4;6;0;6;Public, Environmental & Occupational Health;1;2;2008;0
000254362200010;0;1;0;5;1;4;6;0;6;Health Care Sciences & Services;1;2;2008;0
000253202400004;0;1;0;2;0;2;2;0;2;Social Sciences, Interdisciplinary;1;0;2008;0
000254520500002;0;1;1;4;3;1;4;3;1;Psychology, Experimental;0;5;2008;0
000254520500002;0;1;1;4;3;1;4;3;1;Psychology, Biological;0;5;2008;0
000257862700003;0;1;1;2;1;1;2;1;1;Geography;1;4;2008;0
000257862700003;0;1;1;2;1;1;2;1;1;Environmental Studies;1;4;2008;0
000257862700003;0;1;1;2;1;1;2;1;1;Economics;0;4;2008;0
000257862700005;1;0;0;1;0;1;2;0;2;Geography;1;0;2008;0
000257862700005;1;0;0;1;0;1;2;0;2;Environmental Studies;1;0;2008;0
000257862700005;1;0;0;1;0;1;2;0;2;Economics;0;0;2008;0
000255209600001;1;0;0;1;0;1;2;0;2;Planning & Development;1;13;2008;0
000255209600001;1;0;0;1;0;1;2;0;2;Management;0;13;2008;0
000255209600008;0;1;0;2;0;2;2;0;2;Planning & Development;1;10;2008;0
000255209600008;0;1;0;2;0;2;2;0;2;Management;0;10;2008;0
000259796800005;0;1;1;2;1;1;5;4;1;Education, Scientific Disciplines;1;0;2008;0
000261308300002;0;1;0;3;0;3;2;0;2;Political Science;1;0;2008;0
000257234700001;0;1;0;2;0;2;4;0;3;Information Science & Library Science;1;1;2008;0
000257234700002;0;1;0;2;0;2;4;0;2;Information Science & Library Science;1;1;2008;0
000257234700003;1;0;0;1;0;1;3;0;3;Information Science & Library Science;1;0;2008;0
000257234700004;0;1;1;2;1;1;2;1;1;Information Science & Library Science;1;2;2008;0
000257234700005;1;0;0;1;0;1;2;0;1;Information Science & Library Science;1;0;2008;0
000257234700006;1;0;0;1;0;1;2;0;2;Information Science & Library Science;1;0;2008;0
000257680200003;0;0;0;1;0;1;1;0;1;Business, Finance;0;0;2008;0
000257680200004;0;1;0;2;0;2;2;0;2;Business, Finance;0;0;2008;0
000257680200005;1;0;0;1;0;1;2;0;1;Business, Finance;0;0;2008;0
000257680200006;1;0;0;1;0;1;3;0;1;Business, Finance;0;0;2008;0
000257680200008;0;1;0;2;0;2;2;0;2;Business, Finance;0;0;2008;0
000257680200010;1;0;0;1;0;1;2;0;1;Business, Finance;0;1;2008;0
000258780700001;0;1;1;3;2;1;3;2;1;Sociology;1;0;2008;0
000255061900002;0;1;0;3;1;2;4;0;4;Social Sciences, Mathematical Methods;1;5;2008;0
000255061900002;0;1;0;3;1;2;4;0;4;Public, Environmental & Occupational Health;1;5;2008;0
000255061900011;1;0;0;1;0;1;3;0;3;Social Sciences, Mathematical Methods;1;6;2008;0
000255061900011;1;0;0;1;0;1;3;0;3;Public, Environmental & Occupational Health;1;6;2008;0
000255061900012;0;1;1;5;2;3;2;1;1;Social Sciences, Mathematical Methods;1;14;2008;0
000255061900012;0;1;1;5;2;3;2;1;1;Public, Environmental & Occupational Health;1;14;2008;0
000253897500009;1;0;0;1;0;1;3;0;3;Psychology, Social;0;1;2008;0
000253897500009;1;0;0;1;0;1;3;0;3;Psychology, Developmental;0;1;2008;0
000253351700004;0;1;0;2;1;1;2;0;2;Social Sciences, Mathematical Methods;1;0;2008;0
000253351700004;0;1;0;2;1;1;2;0;2;Economics;0;0;2008;0
000253529900005;0;1;0;2;0;2;2;0;2;Sociology;1;1;2008;0
000253529900005;0;1;0;2;0;2;2;0;2;Social Sciences, Interdisciplinary;1;1;2008;0
000253529900008;0;1;1;5;4;1;9;7;2;Sociology;1;5;2008;0
000253529900008;0;1;1;5;4;1;9;7;2;Social Sciences, Interdisciplinary;1;5;2008;0
000255820800011;0;1;0;4;0;4;3;0;3;Economics;0;0;2008;0
000254764900005;1;0;0;1;0;1;3;0;3;Management;0;4;2008;0
000254764900005;1;0;0;1;0;1;3;0;3;Engineering, Industrial;1;4;2008;0
000252546800005;1;0;0;1;0;1;2;0;2;Management;0;4;2008;0
000252546800005;1;0;0;1;0;1;2;0;2;Hospitality, Leisure, Sport & Tourism;1;4;2008;0
000252546800005;1;0;0;1;0;1;2;0;2;Environmental Studies;1;4;2008;0
000255553100008;0;1;1;8;7;1;9;8;1;Geography;1;0;2008;0
000255043500015;0;1;1;7;6;1;14;13;1;Public, Environmental & Occupational Health;1;2;2008;0
000255590900019;0;1;0;2;1;1;3;0;3;Public, Environmental & Occupational Health;1;0;2008;0
000253933700008;1;0;0;1;0;1;2;0;2;Urban Studies;1;1;2008;0
000253933700008;1;0;0;1;0;1;2;0;2;Environmental Studies;1;1;2008;0
000254641800006;0;1;0;2;0;2;2;0;2;International Relations;1;2;2008;0
000254641800006;0;1;0;2;0;2;2;0;2;Economics;0;2;2008;0
000254641800006;0;1;0;2;0;2;2;0;2;Business, Finance;0;2;2008;0
000254080300004;1;0;0;1;0;1;4;0;4;Communication;1;1;2008;0
000253826900006;0;1;0;3;0;3;3;0;3;Public, Environmental & Occupational Health;1;4;2008;0
000256214900001;0;1;0;2;0;2;3;0;3;Public, Environmental & Occupational Health;1;5;2008;0
000255651300001;0;1;1;2;1;1;2;1;1;Health Care Sciences & Services;1;6;2008;0
000255311100009;1;0;0;1;0;1;3;0;3;Psychology, Biological;0;5;2008;0
000255311100024;1;0;0;1;0;1;3;0;3;Psychology, Biological;0;2;2008;0
000254423100007;0;1;1;2;1;1;5;2;3;Environmental Studies;1;1;2008;0
000254423100007;0;1;1;2;1;1;5;2;3;Economics;0;1;2008;0
000254423100016;0;1;0;2;0;2;2;0;2;Environmental Studies;1;3;2008;0
000254423100016;0;1;0;2;0;2;2;0;2;Economics;0;3;2008;0
000254970000002;0;1;1;7;1;6;8;1;7;Health Care Sciences & Services;1;3;2008;0
000254969800001;0;1;0;4;0;4;5;0;5;Health Care Sciences & Services;1;10;2008;0
000252564100013;0;1;1;2;1;1;3;1;2;Engineering, Industrial;1;0;2008;0
000252564100058;1;0;1;1;1;0;3;2;0;Engineering, Industrial;1;5;2008;0
000253749800007;0;1;0;2;0;2;2;0;2;Urban Studies;1;1;2008;0
000253749800007;0;1;0;2;0;2;2;0;2;Geography;1;1;2008;0
000253749800007;0;1;0;2;0;2;2;0;2;Environmental Studies;1;1;2008;0
000254223500002;1;0;0;1;0;1;2;0;1;Psychology, Developmental;0;4;2008;0
000252481300002;1;0;0;1;0;1;2;0;2;Health Care Sciences & Services;1;0;2008;0
000252481300002;1;0;0;1;0;1;2;0;2;Education, Scientific Disciplines;1;0;2008;0
000252481300002;1;0;0;1;0;1;2;0;2;Education & Educational Research;1;0;2008;0
000254579100010;0;1;0;2;0;2;5;0;5;Economics;0;0;2008;0
000254579100010;0;1;0;2;0;2;5;0;5;Agricultural Economics & Policy;0;0;2008;0
000254676000013;0;1;1;5;4;1;3;2;1;Economics;0;4;2008;0
000253746100001;0;1;1;16;15;1;21;19;1;Public, Environmental & Occupational Health;1;26;2008;0
000253473800006;0;1;1;5;1;4;8;1;7;Anthropology;1;4;2008;0
000256186400007;0;1;1;3;1;2;6;1;5;Public, Environmental & Occupational Health;1;1;2008;0
000256186400007;0;1;1;3;1;2;6;1;5;Anthropology;1;1;2008;0
000253830400005;0;1;1;7;5;2;7;4;3;Public, Environmental & Occupational Health;1;7;2008;0
000252485800012;0;1;1;2;1;1;2;1;1;Geography;1;0;2008;0
000252485800012;0;1;1;2;1;1;2;1;1;Environmental Studies;1;0;2008;0
000253680800004;0;1;0;2;0;2;4;0;4;Psychology, Clinical;0;4;2008;0
000254657400004;0;1;0;4;0;4;9;0;9;Psychology, Clinical;0;1;2008;0
000254379400001;0;1;1;2;1;1;4;3;1;Medical Informatics;1;6;2008;0
000252773400004;0;1;1;2;1;1;3;1;2;Economics;0;4;2008;0
000252773400004;0;1;1;2;1;1;3;1;2;Agricultural Economics & Policy;0;4;2008;0
000255126000003;0;1;1;2;1;1;6;1;2;Psychology, Developmental;0;3;2008;0
000254702400003;0;1;0;2;0;2;4;0;4;Ergonomics;1;0;2008;0
000254662200015;0;1;1;2;1;1;2;1;1;Psychology, Biological;0;2;2008;0
000254730300008;0;1;1;3;1;2;3;1;2;Psychology, Experimental;0;1;2008;0
000254730300008;0;1;1;3;1;2;3;1;2;Linguistics;1;1;2008;0
000253850800010;0;1;1;19;18;1;22;20;1;Public, Environmental & Occupational Health;1;9;2008;0
000253583300009;0;1;1;8;7;1;9;8;1;Public, Environmental & Occupational Health;1;13;2008;0
000253801900002;0;1;0;4;0;4;5;0;5;Nursing;1;5;2008;0
000255231200002;0;1;0;4;0;4;4;0;4;Psychology, Clinical;0;3;2008;0
000254602000003;0;1;0;2;0;2;3;0;3;Information Science & Library Science;1;4;2008;0
000254748600003;1;0;0;1;0;1;3;0;3;Anthropology;1;0;2008;0
000254748600008;0;1;1;3;1;2;4;1;3;Anthropology;1;2;2008;0
000253668400014;1;0;0;1;0;1;3;0;3;Psychology, Experimental;0;6;2008;0
000253668400014;1;0;0;1;0;1;3;0;3;Psychology, Multidisciplinary;0;6;2008;0
000260407700018;1;0;0;1;0;1;2;0;1;Education & Educational Research;1;0;2008;0
000260407700018;1;0;0;1;0;1;2;0;1;Communication;1;0;2008;0
000260407700024;1;0;0;1;0;1;2;0;2;Education & Educational Research;1;0;2008;0
000260407700024;1;0;0;1;0;1;2;0;2;Communication;1;0;2008;0
000260407700025;1;0;0;1;0;1;3;0;3;Education & Educational Research;1;1;2008;0
000260407700025;1;0;0;1;0;1;3;0;3;Communication;1;1;2008;0
000255329300021;1;0;0;1;0;1;2;0;2;Psychology, Experimental;0;0;2008;0
000262939700001;0;1;0;2;0;2;2;0;2;Business;0;0;2008;0
000262939700002;0;1;0;2;0;2;2;0;2;Business;0;0;2008;0
000262939700003;0;1;0;2;0;2;2;0;2;Business;0;1;2008;0
000262939700004;1;0;0;1;0;1;3;0;3;Business;0;0;2008;0
000262939700005;1;0;0;1;0;1;2;0;1;Business;0;0;2008;0
000262939700006;1;0;0;1;0;1;2;0;2;Business;0;0;2008;0
000257769900001;0;1;0;2;0;2;3;0;3;Education & Educational Research;1;4;2008;0
000257769900002;1;0;0;1;0;1;2;0;2;Education & Educational Research;1;5;2008;0
000257769900004;0;1;0;2;0;2;2;0;2;Education & Educational Research;1;2;2008;0
000257769900005;1;0;0;1;0;1;3;0;3;Education & Educational Research;1;5;2008;0
000257769900007;0;1;1;2;1;1;6;1;5;Education & Educational Research;1;2;2008;0
000253624200007;0;1;1;5;4;1;5;4;1;Social Sciences, Biomedical;1;4;2008;0
000253624200007;0;1;1;5;4;1;5;4;1;Anthropology;1;4;2008;0
000252897200003;0;1;0;2;0;2;2;0;2;Planning & Development;1;0;2008;0
000252897200003;0;1;0;2;0;2;2;0;2;Economics;0;0;2008;0
000252557000002;1;0;0;1;0;1;3;0;2;Planning & Development;1;0;2008;0
000253574400003;0;1;0;3;1;2;3;0;3;Economics;0;5;2008;0
000253574400009;1;0;0;1;0;1;3;0;3;Economics;0;0;2008;0
000253574400011;0;0;0;1;0;1;1;0;1;Economics;0;0;2008;0
000254594800001;0;1;0;4;2;2;2;0;2;Public, Environmental & Occupational Health;1;6;2008;0
000254594800001;0;1;0;4;2;2;2;0;2;Economics;0;6;2008;0
000252784500012;0;1;0;2;0;2;2;0;2;Economics;0;2;2008;0
000253839200022;1;0;0;1;0;1;2;0;2;Environmental Studies;1;4;2008;0
000253839200024;0;1;0;2;0;2;1;0;1;Environmental Studies;1;20;2008;0
000252888400008;0;1;0;3;0;3;5;0;5;Environmental Studies;1;1;2008;0
000252888400008;0;1;0;3;0;3;5;0;5;Economics;0;1;2008;0
000253401400003;0;1;1;3;2;1;6;3;2;Public, Environmental & Occupational Health;1;6;2008;0
000256746300007;0;0;0;1;0;1;1;0;1;Psychology, Multidisciplinary;0;1;2008;0
000253145700007;0;1;1;3;2;1;3;2;1;Psychology, Biological;0;11;2008;0
000253145700011;0;1;1;2;1;1;2;1;1;Psychology, Biological;0;7;2008;0
000255015300008;0;1;0;2;0;2;3;0;3;Psychology, Clinical;0;1;2008;0
000253886400001;0;1;0;4;0;4;4;0;4;Business, Finance;0;0;2008;0
000256018600006;1;0;0;1;0;1;4;0;4;Gerontology;1;0;2008;0
000260627300005;1;0;0;1;0;1;8;0;8;Nursing;1;4;2008;0
000253547000009;1;0;0;1;0;1;2;0;2;Education, Scientific Disciplines;1;0;2008;0
000253547000014;1;0;0;1;0;1;4;0;4;Education, Scientific Disciplines;1;1;2008;0
000256496400010;0;1;1;2;1;1;3;2;1;Political Science;1;5;2008;0
000256496400010;0;1;1;2;1;1;3;2;1;Economics;0;5;2008;0
000256496400011;0;1;1;2;1;1;2;1;1;Political Science;1;4;2008;0
000256496400011;0;1;1;2;1;1;2;1;1;Economics;0;4;2008;0
000256496400013;1;0;0;1;0;1;2;0;2;Political Science;1;3;2008;0
000256496400013;1;0;0;1;0;1;2;0;2;Economics;0;3;2008;0
000254249700013;0;1;1;2;1;1;3;1;1;Psychology, Social;0;4;2008;0
000253574900009;0;1;1;2;1;1;5;4;1;Social Sciences, Biomedical;1;10;2008;0
000253574900009;0;1;1;2;1;1;5;4;1;Psychology, Biological;0;10;2008;0
000253252600005;0;1;1;2;1;1;3;2;1;Business;0;5;2008;0
000256283700004;0;1;1;2;1;1;2;1;1;Economics;0;0;2008;0
000256283700004;0;1;1;2;1;1;2;1;1;Business, Finance;0;0;2008;0
000254191900004;0;1;1;2;1;1;3;1;2;Economics;0;1;2008;0
000254191900004;0;1;1;2;1;1;3;1;2;Business, Finance;0;1;2008;0
000255041800002;0;1;0;2;0;2;3;0;3;Public, Environmental & Occupational Health;1;0;2008;0
000255041800003;0;1;0;3;0;3;3;0;3;Public, Environmental & Occupational Health;1;1;2008;0
000255041800004;0;1;0;2;0;2;2;0;2;Public, Environmental & Occupational Health;1;0;2008;0
000255041800005;0;1;0;2;0;2;2;0;1;Public, Environmental & Occupational Health;1;2;2008;0
000255041800006;0;1;0;6;0;6;7;0;7;Public, Environmental & Occupational Health;1;0;2008;0
000255041800007;0;1;0;6;0;6;6;0;5;Public, Environmental & Occupational Health;1;1;2008;0
000255041800008;0;1;0;2;0;2;5;0;5;Public, Environmental & Occupational Health;1;1;2008;0
000255041800012;0;1;1;3;2;1;4;1;1;Public, Environmental & Occupational Health;1;0;2008;0
000255041800013;1;0;0;1;0;1;3;0;3;Public, Environmental & Occupational Health;1;0;2008;0
000255041800014;0;1;0;2;0;2;2;0;2;Public, Environmental & Occupational Health;1;0;2008;0
000254696000001;0;1;1;2;1;1;2;1;1;Economics;0;1;2008;0
000254239400003;0;1;0;2;0;2;4;0;4;Public, Environmental & Occupational Health;1;0;2008;0
000254717300001;0;1;0;2;0;2;3;0;3;History Of Social Sciences;1;1;2008;0
000258787000005;1;0;0;1;0;1;3;0;2;Linguistics;1;0;2008;0
000258787000007;0;1;0;2;0;2;1;0;1;Linguistics;1;0;2008;0
000258787000008;0;1;0;2;0;2;2;0;1;Linguistics;1;0;2008;0
000253296800010;0;1;0;2;0;2;8;0;8;Engineering, Industrial;1;2;2008;0
000253840600002;0;1;0;3;0;3;6;0;6;Medical Informatics;1;3;2008;0
000254813200014;0;1;1;2;1;1;3;2;1;Information Science & Library Science;1;4;2008;0
000254303900031;0;1;0;2;0;2;3;0;3;Information Science & Library Science;1;0;2008;0
000255072800002;1;0;0;1;0;1;2;0;2;Ergonomics;1;4;2008;0
000255049500006;1;0;0;1;0;1;2;0;2;Business;0;2;2008;0
000253625400010;1;0;0;1;0;1;3;0;3;Social Sciences, Mathematical Methods;1;1;2008;0
000253625400010;1;0;0;1;0;1;3;0;3;Economics;0;1;2008;0
000253625400013;0;1;1;3;2;1;4;3;1;Social Sciences, Mathematical Methods;1;0;2008;0
000253625400013;0;1;1;3;2;1;4;3;1;Economics;0;0;2008;0
000253625400016;0;1;1;3;2;1;2;1;1;Social Sciences, Mathematical Methods;1;0;2008;0
000253625400016;0;1;1;3;2;1;2;1;1;Economics;0;0;2008;0
000254419000005;0;1;0;6;0;6;5;0;5;Gerontology;1;4;2008;0
000254142400011;0;1;1;3;1;2;4;1;3;Nursing;1;15;2008;0
000254430300004;0;1;1;2;1;1;4;3;1;Business;0;4;2008;0
000253382600005;0;1;0;2;0;2;4;0;4;Management;0;4;2008;0
000253382600005;0;1;0;2;0;2;4;0;4;Psychology, Applied;0;4;2008;0
000270813400001;1;0;0;1;0;1;3;0;3;Hospitality, Leisure, Sport & Tourism;1;3;2008;0
000270813400003;0;1;0;2;1;1;1;0;1;Hospitality, Leisure, Sport & Tourism;1;4;2008;0
000270813400004;0;1;1;2;1;1;2;1;1;Hospitality, Leisure, Sport & Tourism;1;0;2008;0
000257932300001;1;0;0;1;0;1;7;0;7;Agricultural Economics & Policy;0;0;2008;0
000257932300002;1;0;0;1;0;1;4;0;3;Agricultural Economics & Policy;0;0;2008;0
000257932300004;0;1;0;2;0;2;7;0;7;Agricultural Economics & Policy;0;2;2008;0
000253980200009;0;1;1;3;2;1;2;1;1;Sociology;1;10;2008;0
000254212700007;0;1;0;2;0;2;2;0;2;Economics;0;1;2008;0
000254212700007;0;1;0;2;0;2;2;0;2;Business, Finance;0;1;2008;0
000253314000002;0;1;1;6;5;1;9;8;1;Health Policy & Services;1;4;2008;0
000253314000002;0;1;1;6;5;1;9;8;1;Gerontology;1;4;2008;0
000253743900018;0;1;0;6;0;6;11;0;10;Anthropology;1;4;2008;0
000253743900025;0;1;1;4;1;3;6;1;5;Anthropology;1;8;2008;0
000255092600007;0;1;0;2;1;1;2;0;2;Economics;0;9;2008;0
000255092600007;0;1;0;2;1;1;2;0;2;Business, Finance;0;9;2008;0
000253289500005;0;1;1;4;1;3;4;1;3;Social Sciences, Biomedical;1;0;2008;0
000253289500005;0;1;1;4;1;3;4;1;3;Public, Environmental & Occupational Health;1;0;2008;0
000253289500005;0;1;1;4;1;3;4;1;3;Demography;1;0;2008;0
000253311200017;0;1;1;5;4;1;7;5;2;Education, Scientific Disciplines;1;1;2008;0
000253311200018;1;0;0;1;0;1;4;0;4;Education, Scientific Disciplines;1;0;2008;0
000253121200002;0;1;1;3;2;1;3;2;1;Nursing;1;6;2008;0
000254637600025;1;0;0;1;0;1;2;0;2;Psychology, Clinical;0;0;2008;0
000253316000005;0;1;1;4;2;2;4;2;2;Psychology, Experimental;0;3;2008;0
000253321900003;0;1;1;2;1;1;2;1;1;Linguistics;1;5;2008;0
000259238400005;0;1;1;3;2;1;5;2;2;Health Care Sciences & Services;1;1;2008;0
000259238400005;0;1;1;3;2;1;5;2;2;Education, Scientific Disciplines;1;1;2008;0
000253378900005;0;1;1;5;4;1;6;5;1;Psychology, Social;0;0;2008;0
000254319200026;1;0;0;1;0;1;3;0;3;Economics;0;4;2008;0
000254092600007;1;0;0;1;0;1;3;0;1;Economics;0;1;2008;0
000254092600013;0;1;0;2;1;1;1;0;1;Economics;0;1;2008;0
000253867400005;0;1;0;4;0;4;2;0;2;Economics;0;1;2008;0
000253867400019;0;1;1;2;1;1;3;1;2;Economics;0;1;2008;0
000252775500007;0;1;1;4;3;1;3;1;2;Management;0;2;2008;0
000252775500007;0;1;1;4;3;1;3;1;2;Economics;0;2;2008;0
000253151400009;0;1;0;3;0;3;6;0;6;Public, Environmental & Occupational Health;1;3;2008;0
000253151400010;0;1;1;4;1;3;6;1;5;Public, Environmental & Occupational Health;1;1;2008;0
000253151400013;0;1;1;4;2;2;9;1;8;Public, Environmental & Occupational Health;1;12;2008;0
000253433400003;0;1;1;5;4;1;7;6;1;Psychology, Experimental;0;22;2008;0
000255138900005;0;1;1;2;1;1;2;1;1;Health Policy & Services;1;8;2008;0
000255138900005;0;1;1;2;1;1;2;1;1;Health Care Sciences & Services;1;8;2008;0
000255138900005;0;1;1;2;1;1;2;1;1;Economics;0;8;2008;0
000254953300006;0;1;1;3;2;1;2;1;1;Economics;0;4;2008;0
000254953300006;0;1;1;3;2;1;2;1;1;Business, Finance;0;4;2008;0
000253922200003;0;1;1;3;2;1;3;2;1;Management;0;2;2008;0
000253922200003;0;1;1;3;2;1;3;2;1;Information Science & Library Science;1;2;2008;0
000253818200002;1;0;0;1;0;1;5;0;5;Education, Special;1;8;2008;0
000253818200003;0;1;0;3;0;3;5;0;5;Education, Special;1;1;2008;0
000254089500029;1;0;0;1;0;1;2;0;2;Economics;0;0;2008;0
000254884900008;0;1;0;4;0;4;6;0;6;Health Care Sciences & Services;1;5;2008;0
000254392500006;0;1;0;2;0;2;3;0;3;Economics;0;7;2008;0
000254392500006;0;1;0;2;0;2;3;0;3;Business, Finance;0;7;2008;0
000254392500013;0;1;0;3;2;1;2;0;1;Economics;0;3;2008;0
000254392500013;0;1;0;3;2;1;2;0;1;Business, Finance;0;3;2008;0
000257259300004;0;1;0;3;0;3;3;0;3;Management;0;3;2008;0
000257259300004;0;1;0;3;0;3;3;0;3;Psychology, Applied;0;3;2008;0
000255002500003;0;1;0;2;0;2;2;0;2;Political Science;1;18;2008;0
000255002500003;0;1;0;2;0;2;2;0;2;International Relations;1;18;2008;0
000252903100008;0;1;1;2;2;0;3;2;0;Psychology, Developmental;0;3;2008;0
000254059200007;0;1;1;5;4;1;3;2;1;Economics;0;4;2008;0
000255367800006;0;1;0;5;0;5;3;0;3;Economics;0;1;2008;0
000253491600004;1;0;0;1;0;1;5;0;5;Public, Environmental & Occupational Health;1;4;2008;0
000253491600013;0;1;1;21;18;3;36;32;4;Public, Environmental & Occupational Health;1;9;2008;0
000253491600017;0;1;1;3;2;1;3;2;1;Public, Environmental & Occupational Health;1;1;2008;0
000256411600005;0;1;0;2;0;2;4;0;4;Public, Environmental & Occupational Health;1;4;2008;0
000253222900007;0;1;1;3;2;1;5;1;4;Psychology, Clinical;0;6;2008;0
000253628200020;0;1;1;15;14;1;10;9;1;Gerontology;1;13;2008;0
000253957100017;0;1;1;9;3;6;9;4;5;Medical Informatics;1;3;2008;0
000253957100017;0;1;1;9;3;6;9;4;5;Information Science & Library Science;1;3;2008;0
000253550400007;1;0;0;1;0;1;2;0;2;Information Science & Library Science;1;3;2008;0
000253823600001;0;1;1;6;4;2;4;3;1;Urban Studies;1;11;2008;0
000253823600001;0;1;1;6;4;2;4;3;1;Economics;0;11;2008;0
000252930500005;0;1;0;2;1;1;1;0;1;Economics;0;1;2008;0
000252930500006;0;1;0;2;0;2;2;0;2;Economics;0;2;2008;0
000255304800009;0;1;1;3;2;1;3;2;1;Business;0;2;2008;0
000254100600004;0;1;1;6;3;3;5;2;3;Social Sciences, Mathematical Methods;1;0;2008;0
000254100600005;0;1;0;2;0;2;2;0;2;Social Sciences, Mathematical Methods;1;1;2008;0
000258236500004;0;1;0;2;0;2;6;0;6;Health Care Sciences & Services;1;1;2008;0
000258236500005;1;0;0;1;0;1;5;0;5;Health Care Sciences & Services;1;0;2008;0
000258236500006;0;1;0;2;0;2;5;0;2;Health Care Sciences & Services;1;1;2008;0
000258236500007;0;1;0;2;0;2;5;0;4;Health Care Sciences & Services;1;0;2008;0
000258236500008;1;0;0;1;0;1;3;0;3;Health Care Sciences & Services;1;0;2008;0
000258236500009;1;0;0;1;0;1;2;0;1;Health Care Sciences & Services;1;0;2008;0
000254772300015;0;1;1;2;1;1;5;4;1;Psychology, Multidisciplinary;0;9;2008;0
000253878300004;0;1;1;3;2;1;3;2;1;Psychology, Clinical;0;1;2008;0
000253878300014;0;1;0;2;0;2;8;0;8;Psychology, Clinical;0;3;2008;0
000253858700012;0;1;0;4;0;4;4;0;4;Public, Environmental & Occupational Health;1;1;2008;0
000253187300004;0;1;0;2;0;2;3;0;3;Information Science & Library Science;1;0;2008;0
000254921800007;1;0;0;1;0;1;3;0;3;Management;0;8;2008;0
000254735000008;1;0;0;1;0;1;3;0;3;Geography;1;2;2008;0
000254735000008;1;0;0;1;0;1;3;0;3;Environmental Studies;1;2;2008;0
000254735000008;1;0;0;1;0;1;3;0;3;Economics;0;2;2008;0
000261999700006;0;1;1;2;1;1;2;1;1;Psychology, Multidisciplinary;0;8;2008;0
000255668000003;0;1;1;2;2;0;6;5;0;Public, Environmental & Occupational Health;1;8;2008;0
000255495200005;1;0;0;1;0;1;4;0;4;Information Science & Library Science;1;1;2008;0
000255495200007;0;1;0;2;0;2;3;0;3;Information Science & Library Science;1;0;2008;0
000255495200009;1;0;0;1;0;1;2;0;1;Information Science & Library Science;1;0;2008;0
000255495200010;0;1;1;2;1;1;2;1;1;Information Science & Library Science;1;2;2008;0
000255495200011;1;0;0;1;0;1;2;0;1;Information Science & Library Science;1;0;2008;0
000255495200012;0;1;0;3;0;3;4;0;3;Information Science & Library Science;1;2;2008;0
000253926900003;1;0;0;1;0;1;2;0;2;Psychology, Multidisciplinary;0;5;2008;0
000252542000005;1;0;0;1;0;1;2;0;2;Psychology, Experimental;0;1;2008;0
000254405600003;0;1;1;3;2;1;4;3;1;Psychology, Mathematical;0;2;2008;0
000254405600003;0;1;1;3;2;1;4;3;1;Social Sciences, Mathematical Methods;1;2;2008;0
000252900600002;0;1;0;2;0;2;7;0;7;Psychology, Experimental;0;6;2008;0
000252900600002;0;1;0;2;0;2;7;0;7;Psychology, Biological;0;6;2008;0
000252900600010;0;1;1;2;1;1;3;1;2;Psychology, Experimental;0;2;2008;0
000252900600010;0;1;1;2;1;1;3;1;2;Psychology, Biological;0;2;2008;0
000252801100002;0;1;0;2;0;2;2;0;2;Political Science;1;3;2008;0
000252801100002;0;1;0;2;0;2;2;0;2;Economics;0;3;2008;0
000253637800012;0;1;1;17;13;4;20;13;5;Public, Environmental & Occupational Health;1;24;2008;0
000254414100003;0;1;1;2;1;1;2;1;1;Engineering, Industrial;1;4;2008;0
000254414100006;1;0;0;1;0;1;2;0;2;Engineering, Industrial;1;2;2008;0
000253258900001;0;1;0;2;0;2;2;0;2;Management;0;8;2008;0
000253258900001;0;1;0;2;0;2;2;0;2;Business;0;8;2008;0
000254954400009;0;1;1;2;1;1;2;1;1;Economics;0;4;2008;0
000255362000003;0;1;0;2;0;2;3;0;3;Information Science & Library Science;1;10;2008;0
000255362000007;0;1;1;2;1;1;4;3;1;Information Science & Library Science;1;3;2008;0
000252808100001;0;1;0;2;0;2;4;0;4;Engineering, Industrial;1;5;2008;0
000254598400005;0;1;1;2;1;1;2;1;1;Planning & Development;1;10;2008;0
000254598400005;0;1;1;2;1;1;2;1;1;Management;0;10;2008;0
000253483900006;0;1;0;2;0;2;2;0;1;Economics;0;1;2008;0
000257246600003;1;0;0;1;0;1;2;0;2;Economics;0;0;2008;0
000257246600004;1;0;0;1;0;1;2;0;2;Economics;0;0;2008;0
